path	blob_sha	bytes	category	scope	content_available	editorial_review	pr12_change
docs/review/evidence/pr6-native-startup/node-pools.log	0385f08882a072c6c15bccc5581e7913a8b6f50b	2888	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-native-startup/prism-types.log	3ec6185f6b2e8c5de6f67ca9035fe253df0c93e1	205	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-native-startup/results-initial.json	d0f62fe54a1772fbd7dd7c062a435bce94b60d19	1292	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-native-startup/results.json	ef11dc14004b0cf279dadb919bd12a80d27d2375	1292	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-native-startup/shell-syntax.log	5c76911aa4586b860e054717bc88ddd9af408177	41	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-native-startup/versions.log	c8d98ef5affbe753387df2e7d805e37e883b7215	220	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/combined-tests.txt	eef55630efc4e25c91557a3073d123ffd1489425	2832	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/commands.md	e50bd12978b53fd8ffc274732151f57d7a79264e	2376	review-text	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/core-tests.txt	b52bcf29f4a84fc211d884a62ee12f6b0cdb513c	1972	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/core-types.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/live-gate-types-first.txt	708b9c13ece46d233e172bc66d4616cb5fff697d	582	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/live-gate-types.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/node-lint-first.txt	3fabb57f1277dda998045e6e442241e5980d0e2c	692	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/node-tests-first.txt	61dc97e92902917225587af9d57322b1f9c4248e	574	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/node-tests.txt	6f9744f97d30bb7913586652445ed13beec908fc	573	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/prism-renderer.txt	36c121139e66c57f583762b4c627f20e421221e9	767	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/prism-types.txt	c6fb73cb174c6bf96b47a499be7faa338aeef76d	150	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-node-pools/versions.txt	2b5e58276f7715c9ebd73c9324f43ab593d22702	28	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-oci-identity/knip.txt	2b3e95a3b1060e4bb7f309fb1bbf3aaa2453b10c	605	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-oci-identity/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-oci-identity/native-ghcr-timeout.txt	b3bf8c793fbd2222cdeceba167520931d4407feb	162	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-oci-identity/tests.txt	052729460b81a63842049499b4a24c3f4ce2ba90	1129	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-oci-identity/unselected-cli.txt	99bb418fd7953c370f41fd7cb7eeae2faca8d924	989	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-migration/charts.txt	69e13e94a8d701bb468f3496c241ad4a6515dc7e	1272	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-migration/helm.txt	7cad0b15f34fbec252bc29bccf2dce4a18f5258d	581	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-migration/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-migration/migration.txt	8c142e8aab09f7357cd3a2534a16201c2c8f53ae	487	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-migration/recovery.txt	703b9c38b9f60939f247052e428457c794bd49c9	458	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-migration/versions.txt	d4a91e3f81b40b3ebcc18d8be4ca0a671fbbc818	51	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/bitnami-postgresql-manifest.json	799e2af942e4988e10184e8a41e760812267ff24	506	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/bitnami-postgresql-recovery-tools.json	0408a05b3c3f0138cda04f7001d1e7324ccdf284	2133	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/commands.md	edb65ac8111302d151e70b3e3f2de9f8ac79e3d0	2238	review-text	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/native-crypto.txt	eeab0935afd7d83079511831de76510171974da2	414	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/native-first.txt	e01ded4a5c52d93f988233c95fa1c76f6cf89437	370	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/native.txt	35372bbab0b96adf2b19f59c24d6ef13ed8b1063	370	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/render.txt	8ab55fbcf869e5d2207cae3ea39d4e36b034330e	344	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-postgresql-recovery/versions.txt	2b5e58276f7715c9ebd73c9324f43ab593d22702	28	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-backup-groups/helm-lint.txt	52386095f666f8e6f2a9b65866b89daf857d45e7	102	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-backup-groups/initial-artifact-fsync-failure.json	8a516397d0a81afdc79b0c454bb4ec35981457d2	5091	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-backup-groups/initial-proof-cleanup-failure.json	9653c05410a1fa86d66e8c3fc7fc53eff7631e13	1613	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-backup-groups/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-backup-groups/local-tests.txt	5518a7af4eed0391106794b359effd5a6cbd7e94	809	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-backup-groups/syncfs-filesystem-failure.json	480ff49723486b8f932f4a9f64fb6e3843f79fdf	4027	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/core-typecheck.log	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/deployment.log	91ebdc69048917f896502c21fedc1fe01efb9984	1083	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/foundation-typecheck.log	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/historical-and-artifacts.log	27a18fa8b093e6d55d82e5c982a24bfe36fe882e	735	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/historical-schema.log	37732266aac1a4f726922db44102f66b6b641ebd	706	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/lint.log	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/prism-suite.log	f29fe2c0e71d0552100c14bd37e8e0387e90f311	23387	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/prism-typecheck.log	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/process-and-shutdown.log	61731036026c16d82e7b3c50f1f509a4b368aa15	1983	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-prism-single-runtime/strict-test-typecheck.log	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-qdrant-migration/native.txt	a8765001d749d84f4260f5c1cdc530440056f718	531	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-qdrant/commands.txt	1da06393cdbeeb1193483bfdb199da2ce84bfa41	1799	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-qdrant/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-qdrant/local-tests.txt	81a3acff5305a06215e5c18543d528afafb6a0e2	1167	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-redis-migration/helm.txt	20055869dd4887bc41395aa9555f98a0802c14f7	569	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-redis-migration/native.txt	2713c9b2192d3f44da66aa127a1c9924d2e546ac	358	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/https-health.txt	0908128c391ec816c4d49ac76d38da85f8025e79	459	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/knip.txt	2b3e95a3b1060e4bb7f309fb1bbf3aaa2453b10c	605	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/lint-comparison.json	2245cbdc5ecc285651362daaf3aeb65df3571ef8	1253	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/matrix.txt	8dc006fdd2a00fa6592911b6ed894820980d0f34	1950	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/native-types-baseline.txt	318a16f19c2614cab16e9bbc22b37b2b5c4133a6	3361	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/native-types.txt	ed1232e9cfbcd400c2e878aacfeeef3f179dc5a3	3307	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/target-and-runner.txt	3726583f59083f04e56362eb4e8042590981a713	1964	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/target-lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-registry-target/workspace.txt	02ed8acacca3df700c51f907fa3298b211835da9	5701	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/arm64-wheels.txt	23295e4c59c3c357cdc9199de1f7ab1e07b5765f	2653	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/chart-lock.txt	fc81c58e30deddd752ea54ef237ae84174b388ad	536	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/downloads.txt	161e41626d7eb4e6c1afb0da179c4d221a8ad5f3	1215	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/drift.txt	c96f5252a5d4d50bfcbdc43bb70e9440b31f101d	430	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/go-native.txt	8f451ff01eff82fce4afb25f4e9b78022ad27fd4	1571	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/python-native.txt	7d8e4dbd4be553f1d54867cd3ab0476b6f4e4690	12825	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/trusted-updater.txt	7caaa5edc3d18e0178e625bef9e3cdda8f4990e5	251	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-runtime-tool-locks/upstream-refresh.txt	94e0f28db2537bd80059e1fdae0d1da7b0a95e1c	1340	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/commands.json	3ca1cb1b94a50bc1d168928945d82aebae80218c	2470	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-delivery-after.log	a4ff7d20484dd5409c0d9b2a0a7732ca7010be9b	10524	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-delivery-recovery-serial.log	41ed1a00ba709408673bbf4794672ea7f92dc4ef	363	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-history-after.log	c1565661fdfaaf6633adc9e4766355e71b8b6fcc	2325	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-local-owners-after.log	03fe20a0b59701042169068a59621e73391e24fd	5414	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-local-owners.log	fd246b91217edeb1d627856948799bfd6893c098	7469	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-refs.log	4651af228a2e62f93f099e96fd9a471c8b9ec8aa	64935	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-summary-lint.log	83b5f9d4df0d01aa0059b4e2ce67617225986b34	99	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-sdk-local/sdk-values.log	81799f3ba570806c7cd6f43fa0803e2fdbd1bbd6	189	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-after.log	5b47477e779327f88adb041759a00c455be2e725	87	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-compiler.log	2e1513298275bc8f0da08c8bea6f0ea239971ae1	159	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-lint.log	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-package.log	7f7867f13e876c920489fba308c786aaf8ba3d47	588	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-reason-before.log	28398e335c65e4fdded7298b11de4be097032b2b	531	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-risk-after.log	084d789c194972b83de9b50ac4130dfb23b454b4	358	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-source-after.log	769d8ed77846c80dc6255fe9780427f8ac349602	1054	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/acceptance-types.log	d787099bf9b54215afebef833e524bded6aef65d	141	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/commands.json	3a0b5954940ad1199ccb9980a61b2da5c6ed74ac	2267	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-buildinfo.txt	5e517a8d5a73e8542b67571011b81e4ce01e6a1f	10960	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-client-regression-after.log	bab831297e42daac36d3ed1fd57b45b4fb2fc588	679	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-client-regression.log	a32d92117655c3dd26dd6b931d73fe6da4539c2b	1678	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-lint-after.log	f4f2017b3d5ed70a23fb06fc35b47d09075a3cb7	317	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-lint-final.log	83b5f9d4df0d01aa0059b4e2ce67617225986b34	99	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-lint.log	95eaf7734f14311c7850d2a469f632f8a962adf0	601	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-native-build.log	defd0394afff4980ff194a00c5c5234c4ec73eed	3404	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-native-gc.log	fefbc5a7565250e4f3d77f992b6c01b047065361	320	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry-storage-tests.log	3f8325d1bb40b3df6c38478153885c151c946059	309	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/registry3-native-build.log	83e1251f4edb6ae4c89bcb30ce8ccaf5db90f852	6267	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-seven/seven-knip.log	2b3e95a3b1060e4bb7f309fb1bbf3aaa2453b10c	605	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/commands.txt	6543e0dad7811dc6f27239ede339b63ab1835356	2188	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/core-typecheck.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/native-admission.txt	c43945bf93b9d0b1f9493be54e20826d316bfc01	788	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/pins.txt	fb769f6a78568023bfc51c51be093b1c1cc95895	454	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/prism-native.txt	3fbb88772ce17306aaa4089a58ccf93386160df0	319	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/prism-sql-regression.txt	9d8193bd5ce884844600b6d41847238937928b54	701	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/prism-typecheck.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/redis-durability.txt	10ade22096adb55ea8033b768293ab7c74a44cfd	234	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/version-regression.txt	b215c5314d791151f077de202e7c867a10f3ec2c	313	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/versions-invocation-error.txt	09a6995e026cb47639062c466fe0fa65fff95838	684	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-stateful-upgrades/versions.txt	2b5e58276f7715c9ebd73c9324f43ab593d22702	28	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/identity-after.txt	4d1cab8b8718f43abd5dc78b9d47080f482b20a3	7785	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/identity-before.txt	274b827e126f4436a8c559143e58d9b24c176bcf	5423	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/io-before.txt	fc145ec4c7ab785ab15066e5928fbe7c7800a99f	2065	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/knip.txt	2b3e95a3b1060e4bb7f309fb1bbf3aaa2453b10c	605	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/operations-after.txt	06b29fdb934496f1530373d9040212c0bb8a1c59	8161	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-supervisor-ownership-io/original-operator-retention.txt	7f8ef2ecae5edcce9ed0377b2afaccce8e7a08b9	2521	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-worker-final-observation/commands.txt	e9ac4f6af6eda69678d955b3fe5da9be953ba450	1322	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-worker-final-observation/lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-worker-final-observation/prism-typecheck.txt	c6fb73cb174c6bf96b47a499be7faa338aeef76d	150	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-worker-final-observation/tests.txt	6914698501a110ffb48043a399d5663c61579be0	2905	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/pr6-worker-final-observation/typecheck.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-admission-check.txt	32a0537131052f294ab368bf41c489fc7826ea24	765	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-lint-comparison.json	917593d85aa4115710728e27a2f1221bee710512	24842	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-native-postgres.txt	cd2785ad7c8bae752eb48c72d761dde49fa3b7aa	624	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-studio-build.txt	3cd32a494efaa7dcf39b1f20d4e882aaf4edb6b6	1781	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-studio-typecheck.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-tests.txt	cb6e7b5e75f2498ff2699c0777bb83647650384f	2939	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-jobs-typecheck.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-final.txt	61aa1d2211c59337be6752d07dedf6c92f950aa8	3193	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-lint-comparison.json	b7afe8714ac04a2d45a30eadd7282664c9cf15e6	76106	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-receiver-lint.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-receiver.txt	56e426609719021610e01eb1291048e70ce3c357	1092	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-result-bytes.txt	5c42aaea93a7ecb228ffd065eb813f8f9567d4c3	743	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-tests-serial.txt	8fa78bceb71c072b84c6758bb019234d6089633a	3193	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-tests.txt	af3e89f388e9f1d92d9fcacbb7b2930ea74fd1d6	4034	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-agent-resource-v2-v1-contracts.txt	41b9f7d30a79c50feed0acfff7031a8914d0e334	267	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-contract-tests.txt	38d3e9169b6b82bfcc2d5fb2200ec8215b452baf	2456	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
docs/review/evidence/prism-core-review-tests.txt	c0f36b7da9314fdbc00eb10f129feadc68d245b9	938	review-evidence-or-register	in-scope: inspect before extraction/deletion	False	not-started	
