I0910 00:59:58.981994      71 options.go:263] external host was not specified, using 127.0.0.1
I0910 00:59:59.536414      71 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0910 00:59:59.536424      71 genericapiserver.go:787] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0910 00:59:59.536674      71 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
W0910 00:59:59.536678      71 genericapiserver.go:787] Skipping API node.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.536680      71 genericapiserver.go:787] Skipping API node.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.537149      71 handler.go:304] Adding GroupVersion policy v1 to ResourceManager
W0910 00:59:59.537156      71 genericapiserver.go:787] Skipping API policy/v1beta1 because it has no resources.
I0910 00:59:59.538787      71 handler.go:304] Adding GroupVersion rbac.authorization.k8s.io v1 to ResourceManager
W0910 00:59:59.538797      71 genericapiserver.go:787] Skipping API rbac.authorization.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.538800      71 genericapiserver.go:787] Skipping API rbac.authorization.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.539146      71 handler.go:304] Adding GroupVersion scheduling.k8s.io v1 to ResourceManager
W0910 00:59:59.539154      71 genericapiserver.go:787] Skipping API scheduling.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.539156      71 genericapiserver.go:787] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.540662      71 handler.go:304] Adding GroupVersion storage.k8s.io v1 to ResourceManager
W0910 00:59:59.540674      71 genericapiserver.go:787] Skipping API storage.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.540677      71 genericapiserver.go:787] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.541345      71 handler.go:304] Adding GroupVersion flowcontrol.apiserver.k8s.io v1 to ResourceManager
W0910 00:59:59.541352      71 genericapiserver.go:787] Skipping API flowcontrol.apiserver.k8s.io/v1beta3 because it has no resources.
W0910 00:59:59.541354      71 genericapiserver.go:787] Skipping API flowcontrol.apiserver.k8s.io/v1beta2 because it has no resources.
W0910 00:59:59.541357      71 genericapiserver.go:787] Skipping API flowcontrol.apiserver.k8s.io/v1beta1 because it has no resources.
I0910 00:59:59.543604      71 handler.go:304] Adding GroupVersion apps v1 to ResourceManager
W0910 00:59:59.543614      71 genericapiserver.go:787] Skipping API apps/v1beta2 because it has no resources.
W0910 00:59:59.543617      71 genericapiserver.go:787] Skipping API apps/v1beta1 because it has no resources.
I0910 00:59:59.544828      71 handler.go:304] Adding GroupVersion admissionregistration.k8s.io v1 to ResourceManager
W0910 00:59:59.544839      71 genericapiserver.go:787] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.544842      71 genericapiserver.go:787] Skipping API admissionregistration.k8s.io/v1alpha1 because it has no resources.
I0910 00:59:59.545168      71 handler.go:304] Adding GroupVersion events.k8s.io v1 to ResourceManager
W0910 00:59:59.545174      71 genericapiserver.go:787] Skipping API events.k8s.io/v1beta1 because it has no resources.
I0910 00:59:59.546319      71 handler.go:304] Adding GroupVersion resource.k8s.io v1 to ResourceManager
W0910 00:59:59.546330      71 genericapiserver.go:787] Skipping API resource.k8s.io/v1beta2 because it has no resources.
W0910 00:59:59.546333      71 genericapiserver.go:787] Skipping API resource.k8s.io/v1beta1 because it has no resources.
W0910 00:59:59.546335      71 genericapiserver.go:787] Skipping API resource.k8s.io/v1alpha3 because it has no resources.
W0910 00:59:59.548599      71 logging.go:55] [core] [Channel #272 SubChannel #273]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:47778->127.0.0.1:45609: use of closed network connection"
I0910 00:59:59.550215      71 handler.go:304] Adding GroupVersion apiregistration.k8s.io v1 to ResourceManager
W0910 00:59:59.550227      71 genericapiserver.go:787] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
I0910 00:59:59.829650      71 dynamic_serving_content.go:135] "Starting controller" name="serving-cert::/tmp/kubeclaw-native-product-LK0ND6/cert.pem::/tmp/kubeclaw-native-product-LK0ND6/key.pem"
I0910 00:59:59.829785      71 secure_serving.go:211] Serving securely on 127.0.0.1:39953
I0910 00:59:59.829869      71 tlsconfig.go:243] "Starting DynamicServingCertificateController"
I0910 00:59:59.829867      71 remote_available_controller.go:425] Starting RemoteAvailability controller
I0910 00:59:59.829881      71 cache.go:32] Waiting for caches to sync for RemoteAvailability controller
I0910 00:59:59.829893      71 apiservice_controller.go:100] Starting APIServiceRegistrationController
I0910 00:59:59.829896      71 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
I0910 00:59:59.829926      71 system_namespaces_controller.go:66] Starting system namespaces controller
I0910 00:59:59.830016      71 cluster_authentication_trust_controller.go:459] Starting cluster_authentication_trust_controller controller
I0910 00:59:59.830027      71 shared_informer.go:370] "Waiting for caches to sync"
I0910 00:59:59.830043      71 apf_controller.go:377] Starting API Priority and Fairness config controller
I0910 00:59:59.830115      71 controller.go:127] "Starting legacy_token_tracking_controller"
I0910 00:59:59.830119      71 shared_informer.go:370] "Waiting for caches to sync"
I0910 00:59:59.830152      71 local_available_controller.go:156] Starting LocalAvailability controller
I0910 00:59:59.830155      71 cache.go:32] Waiting for caches to sync for LocalAvailability controller
I0910 00:59:59.830442      71 aggregator.go:185] waiting for initial CRD sync...
I0910 00:59:59.830453      71 controller.go:80] Starting OpenAPI V3 AggregationController
I0910 00:59:59.830469      71 controller.go:113] "Deleting old lease on startup" lease="kube-system/apiserver-l2yubf4cvcl5c7a3wrubrwqdve"
I0910 00:59:59.830571      71 gc_controller.go:85] "Starting apiserver lease garbage collector"
I0910 00:59:59.830576      71 shared_informer.go:370] "Waiting for caches to sync"
I0910 00:59:59.830606      71 controller.go:78] Starting OpenAPI AggregationController
I0910 00:59:59.830654      71 customresource_discovery_controller.go:294] Starting DiscoveryController
I0910 00:59:59.830974      71 crdregistration_controller.go:114] Starting crd-autoregister controller
I0910 00:59:59.830982      71 shared_informer.go:349] "Waiting for caches to sync" controller="crd-autoregister"
I0910 00:59:59.831153      71 repairip.go:210] Starting ipallocator-repair-controller
I0910 00:59:59.831160      71 shared_informer.go:349] "Waiting for caches to sync" controller="ipallocator-repair-controller"
I0910 00:59:59.833265      71 default_servicecidr_controller.go:110] Starting kubernetes-service-cidr-controller
I0910 00:59:59.833279      71 shared_informer.go:349] "Waiting for caches to sync" controller="kubernetes-service-cidr-controller"
I0910 00:59:59.833859      71 controller.go:90] Starting OpenAPI V3 controller
I0910 00:59:59.834598      71 naming_controller.go:305] Starting NamingConditionController
I0910 00:59:59.834624      71 nonstructuralschema_controller.go:202] Starting NonStructuralSchemaConditionController
I0910 00:59:59.834634      71 apiapproval_controller.go:196] Starting KubernetesAPIApprovalPolicyConformantConditionController
I0910 00:59:59.834641      71 crd_finalizer.go:273] Starting CRDFinalizer
I0910 00:59:59.835194      71 controller.go:142] Starting OpenAPI controller
E0910 00:59:59.899289      71 controller.go:201] "Failed to ensure lease exists, will retry" err="namespaces \"kube-system\" not found" interval="200ms"
I0910 00:59:59.900371      71 shared_informer.go:377] "Caches are synced"
I0910 00:59:59.900384      71 policy_source.go:248] refreshing policies
I0910 00:59:59.930854      71 shared_informer.go:377] "Caches are synced"
I0910 00:59:59.930871      71 apf_controller.go:382] Running API Priority and Fairness config worker
I0910 00:59:59.930889      71 apf_controller.go:385] Running API Priority and Fairness periodic rebalancing process
I0910 00:59:59.930927      71 shared_informer.go:377] "Caches are synced"
I0910 00:59:59.930948      71 cache.go:39] Caches are synced for LocalAvailability controller
I0910 00:59:59.930980      71 shared_informer.go:377] "Caches are synced"
I0910 00:59:59.930957      71 cache.go:39] Caches are synced for RemoteAvailability controller
I0910 00:59:59.931006      71 cache.go:39] Caches are synced for APIServiceRegistrationController controller
I0910 00:59:59.931028      71 handler_discovery.go:451] Starting ResourceDiscoveryManager
I0910 00:59:59.931063      71 shared_informer.go:356] "Caches are synced" controller="crd-autoregister"
I0910 00:59:59.931111      71 aggregator.go:187] initial CRD sync complete...
I0910 00:59:59.931116      71 autoregister_controller.go:144] Starting autoregister controller
I0910 00:59:59.931120      71 cache.go:32] Waiting for caches to sync for autoregister controller
I0910 00:59:59.931123      71 cache.go:39] Caches are synced for autoregister controller
I0910 00:59:59.931219      71 shared_informer.go:356] "Caches are synced" controller="ipallocator-repair-controller"
I0910 00:59:59.932441      71 controller.go:667] quota admission added evaluator for: namespaces
I0910 00:59:59.933313      71 shared_informer.go:356] "Caches are synced" controller="kubernetes-service-cidr-controller"
I0910 00:59:59.933337      71 default_servicecidr_controller.go:169] Creating default ServiceCIDR with CIDRs: [10.0.0.0/24]
I0910 00:59:59.934719      71 cidrallocator.go:302] created ClusterIP allocator for Service CIDR 10.0.0.0/24
I0910 00:59:59.934965      71 default_servicecidr_controller.go:231] Setting default ServiceCIDR condition Ready to True
I0910 00:59:59.938344      71 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0910 01:00:00.102815      71 controller.go:667] quota admission added evaluator for: leases.coordination.k8s.io
I0910 01:00:00.838461      71 storage_scheduling.go:123] created PriorityClass system-node-critical with value 2000001000
I0910 01:00:00.842359      71 storage_scheduling.go:123] created PriorityClass system-cluster-critical with value 2000000000
I0910 01:00:00.842381      71 storage_scheduling.go:139] all system priority classes are created successfully or already exist.
I0910 01:00:01.150749      71 controller.go:667] quota admission added evaluator for: roles.rbac.authorization.k8s.io
I0910 01:00:01.172169      71 controller.go:667] quota admission added evaluator for: rolebindings.rbac.authorization.k8s.io
I0910 01:00:01.238755      71 alloc.go:329] "allocated clusterIPs" service="default/kubernetes" clusterIPs={"IPv4":"10.0.0.1"}
W0910 01:00:01.242251      71 lease.go:265] Resetting endpoints for master service "kubernetes" to [127.0.0.1]
E0910 01:00:01.243251      71 controller.go:163] "Unhandled Error" err="unable to sync kubernetes service: Endpoints \"kubernetes\" is invalid: subsets[0].addresses[0].ip: Invalid value: \"127.0.0.1\": may not be in the loopback range (127.0.0.0/8, ::1/128)" logger="UnhandledError"
I0910 01:00:01.545631      71 handler.go:304] Adding GroupVersion kubeclaw.forgestack.ai v1alpha1 to ResourceManager
I0910 01:00:02.143440      71 controller.go:667] quota admission added evaluator for: serviceaccounts
I0910 01:00:02.902418      71 policy_source.go:248] refreshing policies
I0910 01:00:03.906286      71 policy_source.go:248] refreshing policies
W0910 01:00:04.015023      71 logging.go:55] [core] [Channel #277 SubChannel #278]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:45609", ServerName: "127.0.0.1:45609", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:34322->127.0.0.1:45609: use of closed network connection"
I0910 01:00:04.016423      71 controller.go:667] quota admission added evaluator for: busternamespaceleases.kubeclaw.forgestack.ai
I0910 01:00:05.207546      71 controller.go:667] quota admission added evaluator for: ingresses.networking.k8s.io
I0910 01:00:05.378594      71 controller.go:128] Shutting down kubernetes service endpoint reconciler
I0910 01:00:05.380772      71 controller.go:136] "Cleaning up lease on exit" lease="kube-system/apiserver-l2yubf4cvcl5c7a3wrubrwqdve"
I0910 01:00:05.382209      71 apiservice_controller.go:134] Shutting down APIServiceRegistrationController
I0910 01:00:05.382215      71 system_namespaces_controller.go:76] Shutting down system namespaces controller
I0910 01:00:05.382230      71 remote_available_controller.go:441] Shutting down RemoteAvailability controller
I0910 01:00:05.382246      71 controller.go:140] "Ending legacy_token_tracking_controller"
I0910 01:00:05.382251      71 controller.go:141] "Shutting down legacy_token_tracking_controller"
I0910 01:00:05.382265      71 local_available_controller.go:172] Shutting down LocalAvailability controller
I0910 01:00:05.382281      71 cluster_authentication_trust_controller.go:482] Shutting down cluster_authentication_trust_controller controller
I0910 01:00:05.382295      71 customresource_discovery_controller.go:332] Shutting down DiscoveryController
I0910 01:00:05.382313      71 apf_controller.go:389] Shutting down API Priority and Fairness config worker
I0910 01:00:05.382326      71 gc_controller.go:98] "Shutting down apiserver lease garbage collector"
I0910 01:00:05.382341      71 default_servicecidr_controller.go:113] Shutting down kubernetes-service-cidr-controller
I0910 01:00:05.382475      71 storage_flowcontrol.go:165] APF bootstrap ensurer is exiting
I0910 01:00:05.382488      71 controller.go:170] Shutting down OpenAPI controller
I0910 01:00:05.382499      71 nonstructuralschema_controller.go:214] Shutting down NonStructuralSchemaConditionController
I0910 01:00:05.382515      71 naming_controller.go:316] Shutting down NamingConditionController
I0910 01:00:05.382525      71 apiapproval_controller.go:208] Shutting down KubernetesAPIApprovalPolicyConformantConditionController
I0910 01:00:05.382534      71 crd_finalizer.go:285] Shutting down CRDFinalizer
I0910 01:00:05.382543      71 controller.go:120] Shutting down OpenAPI V3 controller
I0910 01:00:05.382552      71 autoregister_controller.go:168] Shutting down autoregister controller
I0910 01:00:05.382563      71 crdregistration_controller.go:145] Shutting down crd-autoregister controller
I0910 01:00:05.382587      71 controller.go:157] Shutting down quota evaluator
I0910 01:00:05.382594      71 controller.go:176] quota evaluator worker shutdown
I0910 01:00:05.382702      71 controller.go:84] Shutting down OpenAPI AggregationController
I0910 01:00:05.382738      71 dynamic_serving_content.go:149] "Shutting down controller" name="serving-cert::/tmp/kubeclaw-native-product-LK0ND6/cert.pem::/tmp/kubeclaw-native-product-LK0ND6/key.pem"
I0910 01:00:05.382752      71 controller.go:86] Shutting down OpenAPI V3 AggregationController
I0910 01:00:05.382778      71 object_count_tracker.go:141] "StorageObjectCountTracker pruner is exiting"
I0910 01:00:05.382822      71 repairip.go:246] Shutting down ipallocator-repair-controller
I0910 01:00:05.382891      71 secure_serving.go:259] Stopped listening on 127.0.0.1:39953
I0910 01:00:05.382903      71 tlsconfig.go:258] "Shutting down DynamicServingCertificateController"
I0910 01:00:05.382945      71 controller.go:176] quota evaluator worker shutdown
I0910 01:00:05.382954      71 controller.go:176] quota evaluator worker shutdown
I0910 01:00:05.382967      71 controller.go:176] quota evaluator worker shutdown
I0910 01:00:05.382968      71 controller.go:176] quota evaluator worker shutdown
I0910 01:00:06.468037      71 cidrallocator.go:211] stopping ServiceCIDR Allocator Controller
